Latitude 	 Longitude 	 Weight 	 Continent
51.7835	-0.808262	14	Europe
32.3959	-84.8227	10	North America
14.8286	120.287	2	Asia
34.9131	-88.6163	1	North America
35.8923	-5.33313	2	Europe
41.4087	-8.50005	18	Europe
49.6344	-1.63346	4	Europe
48.4114	1.89637	4	Europe
25.0225	-80.5048	4	North America
42.4956	-8.77461	11	Europe
46.6853	7.86279	3	Europe
20.5971	-102.559	41	North America
51.7543	11.4629	3	Europe
41.2875	-88.2736	4	North America
20.0419	99.8775	15	Asia
-23.0142	-50.4076	1	South America
41.2334	16.3056	9	Europe
51.3992	6.8718	6	Europe
8.2003	-72.2494	1	South America
32.5049	-93.6674	9	North America
-21.6096	-56.4159	1	South America
32.8255	-115.561	2	North America
52.6364	-8.65146	7	Europe
44.0779	2.24205	1	Europe
22.2703	-97.9168	39	North America
38.1944	-84.8552	7	North America
39.992	3.88849	1	Europe
49.3606	9.10284	2	Europe
-7.37831	-39.3199	4	South America
41.4931	-94.2773	1	North America
36.5941	-101.64	2	North America
61.1089	-149.44	5	North America
43.0276	-71.0756	1	North America
-6.28263	107.17	212	Asia
11.2078	125.008	2	Asia
45.3796	17.6732	1	Europe
4.23142	101.806	1	Asia
-23.0082	-51.256	1	South America
54.5036	18.4637	12	Europe
-32.8431	-70.9835	2	South America
23.6254	-102.558	14	North America
-23.5776	-45.841	1	South America
36.3797	33.9365	1	Asia
33.6507	-116.002	10	North America
-7.39589	109.7	14	Asia
-7.7957	-34.9709	9	South America
-23.6566	-49.7803	8	South America
19.131	72.8363	163	Asia
-14.6179	-57.4837	1	South America
13.5952	-89.4242	1	North America
-8.27649	-35.0925	6	South America
43.4696	-70.4397	1	North America
43.6763	4.62665	1	Europe
34.2647	-118.338	120	North America
47.1128	-122.294	37	North America
50.4835	2.73934	15	Europe
-23.7687	-46.7136	142	South America
41.942	-74.9116	1	North America
5.50042	102.219	2	Asia
41.5405	-8.41098	28	Europe
46.8032	7.15967	3	Europe
0.547229	123.025	9	Asia
-20.7279	-46.6212	7	South America
36.4307	139.051	2	Asia
8.93704	-79.689	19	North America
10.1221	-66.8304	4	South America
38.5797	-28.7165	1	Europe
47.847	12.1034	1	Europe
43.7882	-99.5644	1	North America
49.3523	20.0057	4	Europe
42.2911	-5.51825	2	Europe
41.3601	-4.5288	1	Europe
27.4907	-82.6334	6	North America
40.341	-104.546	1	North America
39.1563	-77.9769	4	North America
53.1638	-2.73732	19	Europe
43.0347	-85.6902	17	North America
42.4501	-79.3423	12	North America
40.295	-73.9921	11	North America
-7.6481	111.043	14	Asia
-1.12757	-79.4343	2	South America
-23.6839	-46.9469	107	South America
40.4714	-80.9218	2	North America
-19.4731	-40.6271	4	South America
-6.59819	-36.8105	4	South America
55.0451	21.6748	1	Europe
-4.00355	-79.2003	5	South America
33.7914	-118.156	171	North America
-27.5969	-48.5495	77	South America
44.7799	5.03514	1	Europe
18.5539	-88.4676	2	North America
62.554	-150.221	5	North America
41.7776	-2.3213	12	Europe
47.3123	5.05831	26	Europe
41.5624	-74.0291	35	North America
52.6004	19.1766	8	Europe
-3.13547	-58.7839	5	South America
4.93593	8.34083	4	Africa
61.1713	-113.676	1	North America
8.88675	11.3693	1	Africa
41.4979	-95.5472	1	North America
-27.8144	-50.3326	3	South America
53.3941	-114.226	14	North America
52.9756	-0.003937	4	Europe
50.7242	-3.78381	2	Europe
48.8836	6.04402	8	Europe
41.5229	-7.645	4	Europe
36.4199	-82.0676	2	North America
34.5242	-77.3479	1	North America
43.2252	-75.504	1	North America
43.8128	-111.788	1	North America
30.62	-81.6504	20	North America
-24.2813	-51.6175	1	South America
35.0831	-85.2504	7	North America
46.6497	-118.864	1	North America
21.1478	79.0452	2	Asia
-26.5286	28.0197	1	Africa
36.0713	32.8658	5	Asia
39.2536	-84.1476	3	North America
-23.5858	-50.1178	1	South America
34.9908	-78.3606	1	North America
27.0344	-80.1087	3	North America
-2.50878	-59.6012	1	South America
41.5499	2.45131	9	Europe
37.0748	22.4214	2	Europe
44.5018	-88.3351	1	North America
48.3043	20.751	2	Europe
56.332	-2.79637	2	Europe
32.9221	-111.776	1	North America
7.51789	4.5204	9	Africa
59.85	17.5882	7	Europe
53.8603	-68.4259	2	North America
61.3663	16.3829	1	Europe
-3.30786	119.196	2	Asia
39.7022	-75.3787	2	North America
41.7581	2.06928	79	Europe
45.5925	-122.754	53	North America
37.3881	-120.847	3	North America
55.5351	25.0862	1	Europe
-33.9284	18.8334	15	Africa
