Latitude 	 Longitude 	 Weight 	 Continent
33.5774	-117.214	14	North America
43.1486	-8.9674	1	Europe
41.8578	-71.4565	141	North America
39.879	-82.0899	3	North America
34.7671	-77.5857	6	North America
32.8629	-96.9614	197	North America
-16.4024	-41.0586	1	South America
36.0926	137.359	1	Asia
51.0399	-114.064	26	North America
38.6855	-87.5089	2	North America
40.3401	-74.0852	22	North America
46.6556	-52.6409	9	North America
19.857	-99.212	4	North America
46.9516	32.0194	1	Europe
18.8827	-98.971	5	North America
47.6769	-116.799	1	North America
-6.80358	106.773	63	Asia
6.32633	99.8174	15	Asia
30.539	-97.5488	22	North America
39.4678	-74.5403	23	North America
14.587	-91.4521	2	North America
55.7546	-2.01283	1	Europe
40.1949	-80.2435	19	North America
31.8604	-90.9553	1	North America
37.965	-87.6718	13	North America
49.3179	-88.1366	2	North America
-22.8177	-51.9611	1	South America
34.6383	-90.3847	1	North America
42.6027	-76.1269	3	North America
34.7307	-87.7614	2	North America
37.984	-120.378	2	North America
64.0954	11.7721	1	Europe
-7.80284	110.375	1980	Asia
3.63298	114.533	11	Asia
-26.6881	27.0853	1	Africa
51.6343	5.95179	33	Europe
42.8902	-8.64503	20	Europe
-6.85575	-35.6438	1	South America
52.2854	8.91688	3	Europe
-39.8944	175.075	1	Oceania
35.3381	-78.6037	9	North America
49.837	-123.767	2	North America
30.1565	-115.58	6	North America
4.94596	-1.72621	3	Africa
54.4829	-6.39852	6	Europe
36.2449	-90.042	1	North America
40.4599	-74.4173	110	North America
50.2921	2.76999	14	Europe
49.3521	0.934251	46	Europe
-29.3292	-51.5004	87	South America
41.0927	16.875	39	Europe
44.1911	-75.2965	2	North America
47.4311	5.61538	1	Europe
59.3597	18.1963	24	Europe
33.2105	-87.5642	28	North America
49.4015	2.85486	13	Europe
48.2097	-2.79421	3	Europe
50.9502	21.4061	1	Europe
37.5082	13.0921	3	Europe
-20.2372	-70.1435	12	South America
40.7146	17.7768	1	Europe
-23.1018	-54.0488	5	South America
-9.07635	-78.5888	19	South America
6.79309	-1.09098	1	Africa
50.2478	3.92045	13	Europe
36.2185	-83.2927	3	North America
-2.96616	-40.8077	4	South America
38.7289	-82.8409	10	North America
-38.2072	146.162	1	Oceania
5.23857	114.753	1	Asia
42.0873	-5.19752	1	Europe
19.6328	-70.2838	1	North America
41.0341	-73.7739	89	North America
-38.3566	142.444	1	Oceania
55.6728	12.5521	44	Europe
53.0183	-0.899676	5	Europe
5.76371	0.06226	20	Africa
54.4844	-5.73389	5	Europe
29.0479	-95.4404	6	North America
57.1506	65.5568	29	Europe
55.1296	30.4683	1	Europe
-0.466612	117.154	247	Asia
52.6577	-0.336259	9	Europe
46.0921	14.4705	1	Europe
41.2158	-7.98605	2	Europe
9.90669	-67.3579	1	South America
44.9709	-93.2615	133	North America
-7.18	109.009	8	Asia
42.6763	-88.2775	1	North America
36.1292	-111.244	6	North America
10.9984	-63.7994	7	South America
-6.77694	110.988	18	Asia
-21.2162	-41.8904	7	South America
4.34384	101.878	2	Asia
10.9355	122.635	1	Asia
40.9655	27.489	10	Asia
54.1937	37.6289	45	Europe
8.02386	-72.2449	1	South America
35.4281	-119.448	2	North America
-22.9326	-42.8294	12	South America
46.1564	8.77139	11	Europe
33.4113	-82.6569	3	North America
24.7967	46.7118	34	Asia
33.5112	-90.3457	5	North America
-0.920356	122.256	1	Asia
51.4463	-1.28491	4	Europe
25.7111	-103.504	1	North America
-23.0614	-54.1993	1	South America
45.241	-75.5974	1	North America
39.5695	-75.4737	4	North America
-2.53631	112.927	4	Asia
42.0966	-70.7238	2	North America
-20.087	-40.8168	1	South America
52.3175	16.4006	1	Europe
38.4691	-82.6357	11	North America
41.4712	15.6087	1	Europe
43.2496	76.8154	14	Asia
-7.03165	112.746	4	Asia
60.332	11.2177	1	Europe
36.7968	127.128	4	Asia
20.7153	-100.441	93	North America
36.0719	-95.7449	7	North America
18.8352	-95.8132	1	North America
37.0456	140.901	1	Asia
-6.41379	-36.1914	12	South America
51.7465	5.74537	93	Europe
34.0897	-82.8437	3	North America
3.61944	102.777	4	Asia
47.2948	-101.036	1	North America
-34.3353	-70.8347	6	South America
34.9733	-79.2356	6	North America
36.1976	-86.7668	114	North America
-8.45547	115.072	44	Asia
51.1007	21.506	1	Europe
40.5858	-124.259	1	North America
52.1455	-9.86933	5	Europe
39.3867	-3.19974	4	Europe
49.1239	1.31803	3	Europe
50.5841	21.686	4	Europe
55.8532	-4.40899	20	Europe
-1.48015	33.7998	1	Africa
35.3347	-87.0242	2	North America
18.1355	-94.4325	17	North America
41.8056	-72.2508	23	North America
59.676	9.64238	1	Europe
52.1184	-1.01848	22	Europe
38.4125	16.0591	1	Europe
2.33385	102.093	99	Asia
47.4966	4.16268	1	Europe
27.1894	31.1894	4	Africa
51.9542	-0.815809	14	Europe
-22.6804	-45.6877	3	South America
28.6995	-99.826	4	North America
43.0586	141.354	11	Asia
49.5612	22.0118	1	Europe
51.5749	0.419578	31	Europe
47.7906	1.03705	4	Europe
-29.4721	149.84	1	Oceania
19.3993	72.84	4	Asia
4.09053	113.876	1	Asia
49.7512	3.77398	1	Europe
51.654	-1.45139	16	Europe
-35.0394	138.913	1	Oceania
-3.0098	-55.195	8	South America
43.8362	7.77566	5	Europe
0.553987	123.061	25	Asia
34.1268	-84.7612	7	North America
-3.40074	104.919	1	Asia
40.1392	-75.5137	28	North America
40.4526	-85.3724	2	North America
36.1605	-107.469	2	North America
-9.48079	-40.3165	1	South America
51.1851	-1.53028	9	Europe
40.2778	-85.5412	5	North America
52.6661	-1.82211	12	Europe
50.279	21.4515	2	Europe
28.816	-82.2681	1	North America
50.6919	5.26373	4	Europe
-22.1032	-41.4308	1	South America
-3.79767	-49.8633	6	South America
37.981	-121.797	39	North America
-23.0651	-51.0559	1	South America
5.5062	-54.0248	3	South America
57.6016	-4.87113	5	Europe
-7.20338	-38.5212	5	South America
35.3847	-119.161	24	North America
14.8286	120.287	6	Asia
37.619	-120.753	3	North America
-5.9475	-35.1569	25	South America
41.4087	-8.50005	11	Europe
35.2978	139.628	17	Asia
35.7839	-77.5285	23	North America
29.656	30.9731	1	Africa
21.069	-102.509	1	North America
42.4956	-8.77461	11	Europe
44.6442	-93.1376	2	North America
41.7944	8.73605	10	Europe
41.3651	-4.12284	1	Europe
36.8489	-88.3618	2	North America
8.0	-2.0	1	Africa
16.276	-61.5062	63	North America
42.3622	-88.089	23	North America
51.3992	6.8718	6	Europe
40.3889	27.5235	2	Asia
5.02409	-73.9996	1	South America
36.0475	-115.261	118	North America
44.0779	2.24205	1	Europe
46.111	5.82552	2	Europe
-22.812	-46.2762	2	South America
22.2703	-97.9168	28	North America
51.1595	4.82911	1	Europe
40.7536	-81.7809	2	North America
45.8902	6.12665	19	Europe
32.6779	-114.591	4	North America
42.6701	-83.0344	23	North America
40.0589	-2.12866	1	Europe
47.2766	7.35298	11	Europe
42.4641	-91.8958	1	North America
-23.0082	-51.256	2	South America
54.5036	18.4637	22	Europe
-22.7859	-46.5736	1	South America
23.6254	-102.558	54	North America
-23.5776	-45.841	4	South America
33.9977	-81.7906	1	North America
42.5934	-72.7837	1	North America
37.1118	-84.599	2	North America
30.9283	-94.0152	1	North America
18.0128	-66.8953	1	North America
-23.6566	-49.7803	5	South America
33.4927	36.2451	2	Asia
41.225	-96.213	14	North America
28.864	-81.2938	17	North America
-4.82421	105.275	2	Asia
34.0922	-117.589	162	North America
36.105	-78.2979	13	North America
32.6753	-97.044	135	North America
36.7815	-3.0356	3	Europe
36.8432	31.0966	3	Asia
35.6896	-88.7056	13	North America
41.942	-74.9116	1	North America
-1.50065	102.133	5	Asia
38.9167	-94.6753	68	North America
50.4836	2.73927	22	Europe
-3.70347	128.163	16	Asia
37.2335	-120.259	2	North America
41.5405	-8.41098	11	Europe
30.7674	20.2198	1	Africa
51.1863	11.2322	2	Europe
-38.5789	-58.7254	1	South America
-0.628555	114.546	1	Asia
12.8168	100.916	6	Asia
8.93704	-79.689	13	North America
29.5718	-95.5391	119	North America
41.473	-82.1457	11	North America
-6.16634	-35.6217	1	South America
55.8883	38.0762	10	Europe
52.857	5.70182	10	Europe
44.7182	8.2876	1	Europe
36.8885	-76.4143	48	North America
-25.7526	28.1841	69	Africa
-27.4446	-49.5383	1	South America
30.0607	-91.9981	4	North America
22.8388	69.7012	1	Asia
3.81641	103.337	253	Asia
53.1638	-2.73732	8	Europe
19.3786	-69.8627	1	North America
53.9542	27.7197	35	Europe
30.5665	-100.65	2	North America
-38.0446	145.254	3	Oceania
44.3323	5.0648	1	Europe
-23.6839	-46.9469	110	South America
-19.4731	-40.6271	5	South America
51.6017	5.60344	242	Europe
40.5451	-88.7914	2	North America
51.1558	-0.1636	5	Europe
55.0451	21.6748	1	Europe
-4.00355	-79.2003	8	South America
48.0057	-0.964082	3	Europe
14.8429	100.624	15	Asia
19.2358	110.463	1	Asia
41.7776	-2.3213	2	Europe
31.5676	-93.472	2	North America
42.2596	-87.9857	10	North America
31.3185	-95.4561	1	North America
52.6004	19.1766	9	Europe
-3.98448	-38.826	6	South America
39.8932	-99.7079	1	North America
35.3302	-119.301	2	North America
37.2736	126.935	10	Asia
43.11	-88.9981	1	North America
41.4199	-87.7455	29	North America
-27.8144	-50.3326	3	South America
53.3941	-114.226	10	North America
33.1458	-80.329	2	North America
51.2607	3.22216	10	Europe
34.2196	-85.5942	4	North America
-37.068	-12.3113	1	Africa
52.9756	-0.003937	6	Europe
-0.708701	-90.3254	5	South America
50.7242	-3.78381	4	Europe
36.5509	-86.9776	2	North America
-7.37872	110.59	71	Asia
41.5229	-7.645	1	Europe
34.8896	-82.5433	3	North America
30.62	-81.6504	1	North America
43.9509	-78.4028	1	North America
-24.2813	-51.6175	2	South America
-7.99089	-38.2917	13	South America
38.9728	-97.0224	1	North America
31.6027	-85.0469	1	North America
40.1622	-87.4236	1	North America
51.9765	20.8138	1	Europe
50.8227	2.18159	11	Europe
14.834	120.735	9	Asia
45.4224	12.3307	7	Europe
38.2039	-75.6963	13	North America
47.5543	-122.703	7	North America
-29.9805	-53.4659	2	South America
11.0991	-63.9438	1	South America
36.3023	136.288	1	Asia
48.3043	20.751	7	Europe
-22.5461	-41.9822	8	South America
46.7499	17.2419	1	Europe
32.2547	-95.0808	1	North America
-38.2545	-72.665	4	South America
34.5348	-82.6293	3	North America
48.2208	0.75615	2	Europe
5.90749	116.094	164	Asia
34.0552	-106.894	1	North America
20.6971	-105.149	27	North America
42.4548	14.2033	2	Europe
33.216	-92.6404	10	North America
38.7497	-76.9645	545	North America
6.31752	5.56677	6	Africa
44.7669	1.75302	1	Europe
-3.30786	119.196	17	Asia
34.0677	72.2235	1	Asia
52.7173	-2.52435	1	Europe
41.7581	2.06928	36	Europe
51.118	3.96552	2	Europe
48.0615	16.6242	2	Europe
42.2837	-83.4211	67	North America
40.3487	-94.8786	2	North America
-32.3607	115.759	1	Oceania
10.353	106.382	2	Asia
-24.3079	29.5438	1	Africa
42.773	-71.4868	9	North America
32.5296	-101.709	1	North America
37.3951	-79.2039	16	North America
40.7924	43.8503	1	Asia
-23.8792	-47.9981	8	South America
-26.0717	-48.6733	1	South America
30.4087	-86.647	2	North America
47.525	-120.481	1	North America
38.4925	27.7009	1	Asia
37.541	-6.31199	3	Europe
48.5962	6.51038	10	Europe
42.4963	-92.343	14	North America
57.6769	-2.02612	2	Europe
0.0570133	109.213	13	Asia
-21.0858	-54.9061	1	South America
34.7648	32.4246	1	Europe
43.4808	-93.6772	1	North America
47.0781	2.39819	11	Europe
31.4311	-100.461	8	North America
53.028	-59.4352	1	North America
22.0564	-159.344	1	North America
39.8562	-77.7087	6	North America
39.967	-76.7311	16	North America
39.7646	-92.477	2	North America
39.5469	-85.7753	1	North America
-25.5982	-53.1241	2	South America
35.8305	-85.9786	35	North America
-6.03212	-56.4421	1	South America
4.3177	-74.7732	1	South America
-11.3923	-39.4518	1	South America
51.5207	-0.142822	25526	Europe
46.9839	-122.717	2	North America
43.7711	7.28066	71	Europe
-32.7911	-71.5278	5	South America
31.2671	32.2734	1	Africa
31.2599	-90.453	8	North America
40.8594	-80.2822	5	North America
38.8706	-84.8926	1	North America
-18.1475	178.447	10	Oceania
49.2869	-0.101484	3	Europe
54.2563	85.8744	1	Europe
-22.6446	-43.3052	86	South America
23.2699	-109.766	4	North America
53.5434	-2.63581	15	Europe
46.2561	7.6246	2	Europe
-0.789275	113.921	73	Asia
14.6097	-61.0805	99	North America
39.9859	-90.7643	1	North America
52.9094	9.77683	1	Europe
35.0805	-78.8877	142	North America
36.7301	31.5236	22	Asia
3.0411	99.8211	2	Asia
30.6287	-93.6055	1	North America
8.84153	7.91384	4	Africa
14.8941	-92.275	7	North America
36.7239	137.091	2	Asia
-4.79228	34.7314	3	Africa
1.5987	104.085	1	Asia
59.9514	30.5646	16	Europe
33.5	126.528	4	Asia
55.297	-2.07469	3	Europe
-7.4455	108.765	2	Asia
-1.69975	103.267	1	Asia
45.6742	1.07781	2	Europe
31.3221	-85.8145	2	North America
37.4094	-1.5663	1	Europe
4.2265	103.421	26	Asia
20.9971	75.5557	2	Asia
59.9912	11.0562	6	Europe
41.6294	-71.6663	3	North America
-36.4174	-71.9599	1	South America
32.669	-114.404	2	North America
36.6887	126.755	1	Asia
18.2824	-77.136	2	North America
15.1442	145.72	8	Oceania
3.94649	113.811	47	Asia
56.1308	47.2532	30	Europe
-27.8266	-52.3221	3	South America
31.3842	-97.2133	3	North America
39.4101	-86.3138	1	North America
-19.6019	-40.7725	14	South America
53.4482	-113.469	12	North America
29.7926	-91.5141	5	North America
-29.1115	-52.0723	2	South America
6.22538	-75.3997	2	South America
53.756	-0.844026	3	Europe
25.2439	-101.158	2	North America
29.9754	-92.1214	3	North America
37.1532	-8.73635	4	Europe
52.4038	0.74909	2	Europe
37.0735	-93.5461	1	North America
3.61983	8.74812	1	Africa
56.6583	12.7628	1	Europe
-21.9399	-48.0439	1	South America
-17.1089	-46.872	1	South America
13.9624	122.539	1	Asia
-6.31216	107.983	3	Asia
58.163	55.8611	2	Europe
37.2461	-8.19459	5	Europe
7.355	-2.33855	1	Africa
42.2473	-88.9345	5	North America
39.0261	-86.9358	2	North America
47.5673	18.8876	4	Europe
39.1948	-84.2381	1	North America
-16.122	-40.7097	2	South America
53.3769	5.27386	2	Europe
24.0753	55.8661	1	Asia
40.9117	29.1545	99	Asia
-9.65918	-35.7559	30	South America
34.2967	-116.146	3	North America
35.9592	-78.2514	6	North America
35.9239	-84.1552	10	North America
52.427	12.5432	1	Europe
14.3334	-89.451	2	North America
-5.7392	106.601	1	Asia
-21.2741	-50.7091	3	South America
39.1613	-77.1989	157	North America
42.4439	-6.02533	2	Europe
37.5013	-77.39	104	North America
34.3395	36.4751	1	Asia
7.75505	-80.2708	6	North America
-7.10313	109.877	12	Asia
46.5938	17.125	2	Europe
33.9609	133.294	1	Asia
36.4291	-77.9094	2	North America
24.0127	-104.639	2	North America
54.6617	9.40202	1	Europe
14.9735	120.156	2	Asia
53.9676	27.0887	1	Europe
33.3332	-87.0016	1	North America
49.7853	0.454761	2	Europe
39.4932	-88.1678	5	North America
33.6924	-7.39408	2	Africa
39.4074	-76.7801	153	North America
3.23187	101.386	274	Asia
32.7059	-103.113	8	North America
-8.29616	-35.685	5	South America
49.7123	4.93497	4	Europe
52.2261	-0.245585	5	Europe
6.37052	2.50332	13	Africa
-7.40142	-79.5683	1	South America
29.4597	32.4716	2	Africa
43.5706	-79.6387	36	North America
46.4429	4.11139	4	Europe
13.7857	100.627	114	Asia
33.4922	-89.7308	2	North America
49.594	1.09819	2	Europe
41.7656	-72.6803	179	North America
41.5944	2.60395	2	Europe
-23.5706	148.887	1	Oceania
-27.0529	-52.9701	5	South America
39.2846	-76.6205	312	North America
34.9371	-83.8465	1	North America
30.1529	30.8398	1	Africa
4.79533	103.241	2	Asia
