Tweet Id 	 Latitude 	 Longitude
46106	51.5207	-0.142822	
46314	51.5207	-0.142822	
46451	22.3148	-97.8822	
46539	55.0122	-3.44687	
46771	51.5207	-0.142822	
46941	48.8588	2.34701	
47297	-7.78094	110.364	
47966	3.14845	101.705	
48517	13.1457	-61.2172	
48619	51.5207	-0.142822	
49443	-6.16896	106.827	
49468	51.5118	-0.162971	
49472	53.4948	-2.18446	
49607	46.5736	0.351001	
50228	49.1994	-122.913	
50301	51.5207	-0.142822	
50472	51.5207	-0.142822	
50492	19.3216	-98.1404	
50842	3.23187	101.386	
50874	17.6347	-97.7069	
51475	51.5207	-0.142822	
51565	39.4207	26.8072	
51660	51.5207	-0.142822	
52373	48.1159	-1.68833	
52565	51.5207	-0.142822	
53104	51.5161	-0.393325	
53132	51.5207	-0.142822	
53871	33.9663	-6.83949	
53978	51.5207	-0.142822	
54059	0.247298	-51.0637	
54924	51.5207	-0.142822	
55457	48.6189	2.97564	
55569	51.5207	-0.142822	
55820	3.14845	101.705	
55851	-36.7374	-71.0353	
57654	29.9452	-91.773	
60862	51.5207	-0.142822	
60880	51.5207	-0.142822	
61287	37.7792	-122.29	
61435	51.5207	-0.142822	
61807	47.613	-122.342	
62012	51.5207	-0.142822	
63118	-23.6828	-46.5955	
63202	4.08015	9.67728	
63516	51.5207	-0.142822	
63973	51.5207	-0.142822	
64548	51.5207	-0.142822	
65032	51.5207	-0.142822	
65594	51.5207	-0.142822	
65711	13.7203	-88.9274	
66383	51.5207	-0.142822	
66585	51.5207	-0.142822	
66660	52.5142	6.10694	
67160	52.0046	4.21273	
67217	51.5207	-0.142822	
67401	-1.57622	103.64	
67535	42.2742	-85.5972	
67965	28.4501	-81.5202	
68499	51.5207	-0.142822	
68913	34.1721	-118.372	
69048	29.9863	-95.349	
69268	38.891	32.6099	
69291	34.1721	-118.372	
69763	48.9073	7.86571	
70755	38.2753	24.508	
70801	48.9925	2.38562	
71448	40.7899	-74.3724	
71579	-37.7567	145.063	
71885	51.5207	-0.142822	
72178	52.3871	13.1165	
72688	51.5207	-0.142822	
72797	51.5207	-0.142822	
72935	34.0209	-118.211	
73068	49.1994	-122.913	
73674	40.7217	-74.1985	
73710	3.03297	101.654	
74138	51.5207	-0.142822	
74142	37.7587	-122.235	
74581	51.5207	-0.142822	
75032	51.4542	-0.0179565	
75090	48.8922	2.23539	
75207	51.5207	-0.142822	
75326	51.5207	-0.142822	
76147	51.5207	-0.142822	
77503	39.4207	26.8072	
77538	51.5207	-0.142822	
77654	51.5207	-0.142822	
79017	51.5207	-0.142822	
79160	51.5207	-0.142822	
79249	4.64713	101.203	
79492	28.5293	77.1485	
79552	51.5207	-0.142822	
80269	29.6842	-95.1828	
80354	49.1994	-122.913	
80978	49.1994	-122.913	
81175	56.5904	59.9662	
81227	41.573	-87.6834	
81574	52.2113	4.89025	
81783	-2.16561	-79.9084	
81861	51.5207	-0.142822	
82283	51.5207	-0.142822	
82322	34.0209	-118.211	
82337	34.0209	-118.211	
82864	51.5207	-0.142822	
84501	51.5207	-0.142822	
84682	20.0567	-99.3846	
85058	51.5207	-0.142822	
85354	-5.79932	-35.2213	
86189	51.5207	-0.142822	
86226	39.1713	-86.5319	
87088	-5.14383	119.426	
87097	51.5207	-0.142822	
87426	51.5207	-0.142822	
87646	49.1994	-122.913	
87650	49.1994	-122.913	
87745	49.1994	-122.913	
87825	51.8436	4.11914	
88158	51.5207	-0.142822	
88645	55.7559	37.5483	
88663	51.5207	-0.142822	
88814	34.182	-118.325	
89073	47.4725	-122.248	
89756	50.4594	4.85369	
90021	51.5207	-0.142822	
90368	39.3669	-76.7609	
90555	51.5207	-0.142822	
90822	19.4325	-99.1534	
91148	32.6917	-97.1096	
91290	51.5207	-0.142822	
91482	38.1167	-122.277	
91550	21.2954	-157.827	
92519	51.5207	-0.142822	
93223	51.5207	-0.142822	
93490	51.5207	-0.142822	
93565	37.2968	-121.817	
94032	51.5207	-0.142822	
94418	51.5207	-0.142822	
94744	0.247298	-51.0637	
94947	51.5207	-0.142822	
95992	41.4836	-85.0237	
96873	50.4594	4.85369	
97295	51.5207	-0.142822	
97319	51.5207	-0.142822	
97320	38.2753	24.508	
98416	51.5207	-0.142822	
99228	47.1084	-122.44	
99366	-20.8756	-54.2616	
99420	18.1357	-66.0446	
99918	-25.4951	-49.2884	
101198	50.631	3.0472	
101417	33.9498	-117.399	
101716	32.491	-84.8741	
102193	34.0018	-117.955	
102319	48.5515	2.65683	
102668	2.20133	102.248	
102750	61.5218	0.00022	
102957	51.5207	-0.142822	
103445	40.5247	-3.81615	
103634	51.5207	-0.142822	
103995	51.5207	-0.142822	
104185	34.1728	-80.7024	
104415	51.5207	-0.142822	
106437	-14.2393	-53.1848	
106922	39.4207	26.8072	
106993	19.2524	-99.5724	
107340	51.5207	-0.142822	
107712	51.5207	-0.142822	
107940	51.5207	-0.142822	
108060	51.5207	-0.142822	
108827	-36.7374	-71.0353	
109070	34.1363	-118.003	
110525	51.5207	-0.142822	
111037	34.0384	-118.3	
111166	51.5207	-0.142822	
111734	51.5207	-0.142822	
112193	52.9815	6.74891	
112224	-5.14383	119.426	
112245	44.2151	20.9238	
112429	51.5207	-0.142822	
113448	43.6293	-79.2725	
113585	39.2209	-84.4667	
114160	51.5207	-0.142822	
114232	19.2524	-99.5724	
114253	38.6963	-121.591	
115090	41.5008	-99.6809	
115607	19.3496	-99.0524	
115666	49.1994	-122.913	
115710	47.7321	-1.96704	
115957	47.3138	5.03404	
115961	51.5207	-0.142822	
117748	51.5207	-0.142822	
117822	51.5207	-0.142822	
117974	40.4314	-79.9806	
118237	41.9538	12.52	
118272	38.9834	-77.0932	
118431	5.95992	116.05	
118447	51.5118	-0.162971	
118541	51.5207	-0.142822	
118720	51.5207	-0.142822	
118962	33.9212	-117.192	
119583	44.2151	20.9238	
120211	51.5207	-0.142822	
120379	51.5207	-0.142822	
121901	39.2989	-76.6605	
122571	51.5207	-0.142822	
122701	47.0016	-1.22678	
123266	21.8394	-102.28	
123731	51.5207	-0.142822	
123831	43.6104	3.87434	
124474	52.3871	13.1165	
124845	51.5207	-0.142822	
124985	1.42922	110.333	
125165	-23.6828	-46.5955	
125417	51.5207	-0.142822	
125433	51.5207	-0.142822	
125638	51.5207	-0.142822	
125686	40.7361	-73.3557	
125805	51.5207	-0.142822	
125985	51.5207	-0.142822	
126004	29.4981	-98.7091	
126173	55.8592	37.4945	
126689	51.5207	-0.142822	
126981	35.9534	-79.96	
127109	43.1862	-77.6164	
127336	33.7678	-84.4181	
127861	17.8286	-93.3961	
128584	38.9637	35.2433	
128656	51.5207	-0.142822	
128680	1.33406	103.847	
129024	34.0124	-117.927	
129084	19.3284	-99.1525	
129552	51.5207	-0.142822	
129759	9.04746	7.51179	
129787	9.04732	7.51147	
130114	51.5207	-0.142822	
130796	34.9407	-78.2998	
131657	51.5207	-0.142822	
131755	28.4501	-81.5202	
131804	-7.2771	112.717	
131899	48.918	2.29348	
132125	52.0529	6.29347	
132289	48.9458	2.49126	
132346	48.8588	2.34693	
132442	47.613	-122.342	
132464	48.798	2.30929	
132517	51.5207	-0.142822	
133263	30.3787	-91.1386	
133539	51.5207	-0.142822	
133756	51.5207	-0.142822	
133969	39.8644	-83.0643	
134018	35.1295	-90.0268	
134037	51.5207	-0.142822	
134213	39.2779	-77.8446	
134322	51.5207	-0.142822	
134432	49.1994	-122.913	
135583	51.5207	-0.142822	
135611	51.5207	-0.142822	
136319	38.4481	-82.6737	
136559	48.8333	2.55566	
137003	51.5207	-0.142822	
137778	37.795	-122.247	
137996	-25.395	-54.6406	
138206	42.3144	-70.9703	
138492	38.9916	-94.4837	
138850	38.7497	-76.9645	
139169	32.6782	-83.1783	
139897	51.5207	-0.142822	
139965	51.5207	-0.142822	
140848	25.7037	-100.272	
140869	51.5207	-0.142822	
142140	8.24602	124.247	
142640	32.8246	-117.109	
143256	-6.20822	106.845	
143303	48.9925	2.38562	
143984	17.6347	-97.7069	
145028	13.9954	-89.5456	
145033	41.2539	-73.0666	
145062	43.451	6.79082	
145911	48.7391	2.44936	
145977	51.5207	-0.142822	
